Title,Artist,Count,Lyrics
The Ballad Of Love And Hate,The Avett Brothers,7914609,"Love writes a letter and sends it to Hate: 'My vacation's ending, I'm coming home late The weather was fine and the ocean was great And I can't wait to see you again' Hate reads the letter and throws it away 'No one here cares if you go or you stay I barely even noticed that you were away I'll see you or I won't, whatever' Love sings a song as she sails through the sky The water looks bluer through her pretty eyes And everyone knows it whenever she flies And also when she comes down Hate keeps his head up and walks through the street Every stranger and drifter he greets And shakes hands with every loner he meets With a serious look on his face Love arrives safely with suitcase in tow Carrying with her the good things we know A reason to live and a reason to grow To trust, to hold, to care Hate sits alone on the hood of his car Without much regard to the moon or the stars Lazily killing the last of a jar Of the strongest stuff you can drink Love takes a taxi, a young man drives As soon he sees her hope fills his eyes But tears follow after at the end of the ride Because he might never see her again Hate gets home lucky to still be alive He screams over the sidewalk and into the drive The clock in the kitchen says two-fifty-five And the clock in the kitchen is slow Love has been waiting patient and kind Just wanting a phone call or some kind of sign That the one that she cares for who's out of his mind Will make it back safe to her arms Hate stumbles forward and leans in the door Weary head hung down, eyes to the floor He says, 'Love, I'm sorry,' and she says, 'What for? I'm yours and that's it, whatever I should not have been gone for so long I'm yours and that's it, forever You're mine and that's it, forever'"
Vodka,Korpiklaani,15937382,"Vodka! Vodka! Vodka! Vodka! Hey!  Vodka, you're feeling stronger Vodka, no more feeling bad Vodka, your eyes are shining Vodka, you are the real man Vodka, wipes away your tears Vodka, removes your fears Vodka, everyone is gorgeous Vodka, yeah vodka!  Drinking is good for you, soon you are unconstrained Drinking is good for you, here comes the womanizer Drinking is good for you, not anymore lonesome Drinking is good for you, and you will feel awesome And you will feel awesome  Out of respect for nature, our vodka and drinkers Promising, that the vodka we serve Is as pure as it was thousand of years ago Out of respect for nature, our vodka and drinkers!      Vodka!"
Winter Winds,Mumford & Sons,67164478,"As the winter winds litter London with lonely hearts Oh the warmth in your eyes swept me into your arms Was it love or fear of the cold that led us through the night? For every kiss your beauty trumped my doubt  And my head told my heart 'Let love grow' But my heart told my head 'This time no This time no' We'll be washed and buried one day my girl And the time we were given will be left for the world The flesh that lived and loved will be eaten by plague So let the memories be good for those who stay  And my head told my heart 'Let love grow' But my heart told my head 'This time no' Yes, my heart told my head 'This time no This time no' Oh the shame that sent me off from the God that I once loved Was the same that sent me into your arms Oh, and Pestilence is won when you are lost and I am gone And no hope, no hope will overcome And if your strife strikes at your sleep Remember spring swaps snow for leaves You'll be happy and wholesome again When the city clears and sun ascends  And my head told my heart 'Let love grow' But my heart told my head 'This time no'  And my head told my heart 'Let love grow' But my heart told my head 'This time no This time no'"
Some Nights,fun.,350090673,"Some nights, I stay up cashing in my bad luck Some nights, I call it a draw Some nights, I wish that my lips could build a castle Some nights, I wish they'd just fall off But I still wake up, I still see your ghost Oh, Lord, I'm still not sure what I stand for, oh What do I stand for? What do I stand for? Most nights, I don't know anymore  This is it, boys, this is war What are we waiting for? Why don't we break the rules already? I was never one to believe the hype Save that for the black and white Try twice as hard and I'm half as liked But here they come again to jack my style  And that's alright (That's Alright) I found a martyr in my bed tonight She stops my bones from wondering Just who I, who, I, who I am Oh, who am I?  Well, some nights, I wish that this all would end 'Cause I could use some friends for a change And some nights, I'm scared you'll forget me again Some nights, I always win (I always win) But I still wake up, I still see your ghost Oh Lord, I'm still not sure what I stand for, oh What do I stand for? What do I stand for? Most nights, I don't know  (Oh, come on) So this is it? I sold my soul for this? Washed my hands of that for this? I miss my mom and dad for this? (Oh, come on) No When I see stars, when I see stars, that's all they are When I hear songs, they sound like a swan So, come on Oh, come on Oh, come on Oh, come on  Well, that is it, guys, that is all Five minutes in and I'm bored again Ten years of this, I'm not sure if anybody understands This one is not for the folks back home Sorry to leave, Mom, I had to go Who the fuck wants to die alone All dried up in the desert sun?  My heart is breaking for my sister And the con that she called 'love' And then I look into my nephew's eyes Man, you wouldn't believe the most amazing things That can come from Some terrible nights  The other night, you wouldn't believe The dream I just had about you and me I called you up, but we'd both agree It's for the best you didn't listen It's for the best we get our distance, oh For the best you didn't listen It's for the best we get our distance, oh"
Poison & Wine,The Civil Wars,102316783,"You only know what I want you to I know everything you don't want me to Your mouth is poison, your mouth is wine You think your dreams are the same as mine  Oh, I don't love you, but I always will Oh, I don't love you, but I always will Oh, I don't love you, but I always will I always will  I wish you'd hold me when I turn my back The less I give, the more I get back Oh, your hands can heal, your hands can bruise I don't have a choice, but I still choose you  Oh, I don't love you, but I always will Oh, I don't love you, but I always will I don't love you, but I always will Oh, I don't love you, but I always will I don't love you, but I always will I don't love you, but I always will I don't love you, but I always will I always will  I always will I always will I always will I always will"
Flowers in Your Hair,The Lumineers,134122429,"When we were younger we thought Everyone was on our side Then we grew a little bit And romanticized the time I saw Flowers in your hair See, it takes a boy to live It takes a man to pretend he was there  So then we grew a little and knew a lot And how we demonstrated it to the cops And all the things we said We were self-assured Cause its a long road to wisdom But its a short one To being ignored  Be in my eyes Be in my heart Be in my eyes Aye, aye, aye And be in my heart  So now i think that I could Love you back And I hope its not too late cause youre so attractive And the way you move I wont close my eyes It takes a man to live It takes a woman to make him compromise  Be in my eyes Be in my heart Be in my eyes Aye, aye, aye And be in my heart"
This Girl,Punch Brothers,4661904,(Verse 1) Father Father Father It's been a long long time how are you doing? How is your son how are his children? I bet they're just like me You must be tired tired tired Of hearing prayers like mine no need to answer Nobody likes knowing that favors Are all they'll ever be (Chorus) But there's this girl this girl this girl this girl this girl And I'd be the happiest backslider in the world If you would tell her it's your will for us to be together (Verse 2) Father Father Father You've seen me try and try to make her love me I'd sell my soul to hear the one thing She thinks she'll never say But now it's Sunday Sunday Sunday And her pretty voice is rising up to ask you Like I once did like I'm about to If you could show her the way (Chorus) But there's this girl this girl this girl this girl this girl And I'd be the happiest backslider in the world If you would tell her it's your will for us to be together I would never bother you again (Bridge) Father you of all gods ought to know how little to expect from people But I think you might be pleasantly surprised to see what this girl Would bring out of me (Chorus) But there's this girl this girl this girl this girl this girl And I'd be the happiest backslider in the world If you would tell her it's your will for us to be together (Outro) I would never bother you again unless you want me to Hell we'll just both hang out with you in heaven when we die
Timshel,Mumford & Sons,42769924,"Cold is the water It freezes your already cold mind Already cold, cold mind And death is at your doorstep And it will steal your innocence But it will not steal your substance  But you are not alone in this And you are not alone in this As brothers we will stand and we'll hold your hand Hold your hand  And you are the mother The mother of your baby child The one to whom you gave life And you have your choices And these are what make man great His ladder to the stars  But you are not alone in this And you are not alone in this As brothers we will stand and we'll hold your hand Hold your hand  And I will tell the night Whisper, 'Lose your sight' But I can't move the mountains for you"
Kissing Gates,Crowns,582087,"Sometimes I just stop and daydream about times When you and I knew the future view of our lives About times we were drawing outlines Of the picture representing our highest desires To rise for the starts from the bottom of our hearts Staying true to 'Dirty Styles' always on the cloud nine Believing one time, gonna be there, somehow You know the best time to start is right now Let me color few more lines then I'll design the tiny rhymes Inspired by the drive-bying guys in shiny cars The skies were bright blue and the music was black The plan was to be white and write an awesome gangsta rap Well, that's what you get from all the roaming about Ganton In your '64 Savanna tuned to radio LS Hell yes the best memories LCD flat screens to design every dream  Every scene every image you can see Crystal clear, simply free, your mind's in a high gear Exactly how it feels flying over endless fields Hardly dry behind the ears thinking big from child to teens The best things in life are always free Cause everything I believe in is somehow attracted to me Here to me seemingly however silly it seems About as silly as your fears and insecurities  Back in those days, reality versus games Kissing every rail so many times I had bailed Today It's quite the same, other things I fail to nail Yeah that's all part of the game I'm playing since the day one Everything is bright It's so hot In the air the speed and height when you're pumping in a half-pipe Or some old school like the pool of Santa Cruz Talk to a dude with the coolest brand of shoes Hi nice to meet you don't tell me where you're from Tell me more about your flow and the way you wanna roll We share the same passion and pursue a mutual goal I say we take action so our future we control So we draw the big picture every day Colors so bright they will slowly fade away Sketches got scraped but their spirit remained Main lines now and again still being maintained  To be redrawn into something more great I can't wait to see your face starstruck and amazed Enjoy the sweet taste of my homemade marmalade Made for you mates in my desperate days Three years late that's too damn long So here's a three min. hell of a song to remind you of all The things that I said about rising after the fall I was lost on the dark road eyes still on the next dawn  Now I'm back and I swear I'll do everything I can To keep up with the fast train always bring my best game Whenever I'd fail the railroad is always there Along with couple friends and the people who care MC Owell, Weaver King we were the kings of our world And hell yeah we still are we're still after our crowns All the time we get slapped lose the crown and meet the ground But we get back on our feet regain speed and keep chasing it down"
Youth,Daughter,194084609,"Shadows settle on the place that you left Our minds are troubled by the emptiness Destroy the middle, it's a waste of time From the perfect start to the finish line  And if you're still breathing, you're the lucky ones 'Cause most of us are heaving through corrupted lungs Setting fire to our insides for fun Collecting names of the lovers that went wrong The lovers that went wrong  We are the reckless, we are the wild youth Chasing visions of our futures One day, we'll reveal the truth That one will die before he gets there  And if you're still bleeding, you're the lucky ones 'Cause most of our feelings, they are dead and they are gone We're setting fire to our insides for fun Collecting pictures from a flood that wrecked our home It was a flood that wrecked this home  And you caused it And you caused it And you caused it  Well, I've lost it all, I'm just a silhouette I'm a lifeless face that you'll soon forget And my eyes are damp from the words you left Ringing in my head, when you broke my chest Ringing in my head, when you broke my chest  And if you're in love, then you are the lucky one 'Cause most of us are bitter over someone Setting fire to our insides for fun To distract our hearts from ever missing them But I'm forever missing him  And you caused it And you caused it And you caused it"
Little Talks,Of Monsters and Men,433753023,"Hey! Hey! Hey!  I don't like walking around this old and empty house So hold my hand, I'll walk with you my dear The stairs creak as you sleep; it's keeping me awake It's the house telling you to close your eyes Some days I can't even dress myself It's killing me to see you this way 'Cause though the truth may vary, this ship will carry our Bodies safe to shore  Hey! Hey! Hey!  There's an old voice in my head that's holding me back Well, tell her that I miss our little talks Soon it will be over and buried with our past We used to play outside when we were young, and full of life and full of love Some days, I don't know if I am wrong or right Your mind is playing tricks on you, my dear 'Cause though the truth may vary, this ship will carry our Bodies safe to shore  Hey! Don't listen to a word I say Hey! The screams all sound the same Hey! Though the truth may vary, this ship will carry our Bodies safe to shore  Hey! Hey! Hey!  You're gone, gone, gone away; I watched you disappear All that's left is a ghost of you Now we're torn, torn, torn apart; there's nothing we can do Just let me go, we'll meet again soon Now wait, wait, wait for me; please hang around I'll see you when I fall asleep  Hey! Don't listen to a word I say Hey! The screams all sound the same Hey! Though the truth may vary, this ship will carry our Bodies safe to shore  Hey! Don't listen to a word I say Hey! The screams all sound the same Hey! Though the truth may vary, this ship will carry our Bodies safe to shore  Though the truth may vary, this ship will carry our Bodies safe to shore"
New Slang,The Shins,155113628,"Gold teeth and a curse for this town Were all in my mouth Only I don't know how They got out, dear Turn me back into the pet I was when we met I was happier then With no mindset  And if you took to me like A gull takes to the wind Well I'd've jumped from my trees And I'd've danced like the king of the eyesores And the rest of our lives would've fared well  New slang when you notice the stripes The dirt in your fries Hope it's right when you die Old and bony Dawn breaks like a bull through the hall Never should have called But my head's to the wall And I'm lonely  And if you took to me like A gull takes to the wind Well I'd've jumped from my trees And I'd've danced like the king of the eyesores And the rest of our lives would've fared well  Godspeed all the bakers at dawn May they all cut their thumbs And bleed into their buns 'Til they melt away I'm looking in on the good life I might be doomed never to find Without a trust, a flaming field Am I too dumb to refine?  And if you took to me like Well, I'd've danced like the queen of the eyesores And the rest of our lives would've fared well"
Hold On to What You Believe,Mumford & Sons,16297977,"I... I can't promise you that I won't let you down And I... I can't promise you that I will be the only one around When your hope falls down But we're young Open flowers in the windy fields of this war-torn world And love, this city breathes the plague of loving things more than Their Creators  I ran away, I could not take the burden of both me and you It was too fast, casting love on me as if it were a spell I could not break When it was a promise I could not make But if I was wrong? What if I was wrong? Oh what if I was wrong?  But hold on to what you believe In the light, when the darkness has robbed you of all your sight And oh hold on to what you believe In the light, when the darkness has robbed you of all your sight  Now this land means less and less to me without you breathing through its trees At every turn, the water runs away from me The halo disappears, I'm not whole when you're not here So what if I was wrong? What if I was wrong? Oh what if I was wrong?  But hold on to what you believe In the light, when the darkness has robbed you of all your sight And oh hold on to what you believe In the light, when the darkness has robbed you of all your sight  Hold on to what you believed In the light"
This Land is Your Land,Woody Guthrie,6923052,"This land is your land, this land is my land From California, to the New York Island From the Redwood Forest, to the Gulf Stream waters This land was made for you and me  As I was walking a ribbon of highway I saw above me an endless skyway I saw below me a golden valley This land was made for you and me  This land is your land, this land is my land From California, to the New York Island From the Redwood Forest, to the Gulf Stream waters This land was made for you and me  I've roamed and rambled and I've followed my footsteps To the sparkling sands of her diamond deserts And all around me a voice was sounding This land was made for you and me  This land is your land, this land is my land From California, to the New York Island From the Redwood Forest, to the Gulf Stream waters This land was made for you and me  The sun comes shining as I was strolling The wheat fields waving and the dust clouds rolling The fog was lifting a voice come chanting This land was made for you and me  This land is your land, this land is my land From California, to the New York Island From the Redwood Forest, to the Gulf Stream waters This land was made for you and me  As I was walkin' - I saw a sign there And that sign said 'No trespassin'' But on the other side .... it didn't say nothin! Now that side was made for you and me!  This land is your land, this land is my land From California, to the New York Island From the Redwood Forest, to the Gulf Stream waters This land was made for you and me  In the squares of the city - In the shadow of the steeple Near the relief office - I see my people And some are grumblin' and some are wonderin' If this land's still made for you and me  This land is your land, this land is my land From California, to the New York Island From the Redwood Forest, to the Gulf Stream waters This land was made for you and me  This land is your land, this land is my land From California, to the New York Island From the Redwood Forest, to the Gulf Stream waters This land was made for you and me  Nobody living can ever stop me As I go walking that freedom highway; Nobody living can ever make me turn back This land was made for you and me"
Love Love Love,Of Monsters and Men,66296232,"Well, maybe I'm a crook For stealing your heart away Yeah, maybe I'm a crook For not caring for it Yeah, maybe I'm a Bad, bad, bad Bad person Well, baby, I know  And these fingertips Will never run through your skin And those bright blue eyes Can only meet mine Across the room Filled with people that are Less important than you  All cause you love, love, love When you know I can't love You love, love, love When you know I can't love You love, love, love When you know I can't love You  So I think it's best We both forget Before we dwell on it  The way you held me so tight All through the night, till It was near Morning  Cause you love, love, love When you know I can't love You love, love, love When you know I can't love You love, love, love When you know I can't love You  All cause you love, love, love When you know I can't love You love, love, love When you know I can't love You love, love, love When you know I can't love You"
Landfill,Daughter,37639395,Throw me in a landfill Don't think about the consequences Throw me in the dirt pit Don't think about the choices that you make Throw me in the water Don't think about the splash I will create Leave me at the altar Knowing all the things you just escaped  Push me out to sea On a little boat that you made out Of the evergreen That you helped your father cut away Leave me on the tracks To wait until the morning train arrives Don't you dare look back Walk away Catch up with the sunrise  Cause this is torturous Electricity between both of us And this is dangerous 'Cause I want you so much But I hate your guts I hate you  So leave me in the cold Wait until the snow covers me up So I cannot move So I'm just embedded in the frost Then leave me in the rain Wait until my clothes cling to my frame Wipe away your tear stains Thought you said you didn't feel pain  Well this is torturous Electricity between both of us And this is dangerous 'Cause I want you so much But I hate your guts I want you so much But I hate your guts Well this is torturous Electricity between both of us And this is Dangerous 'Cause I want you so much But I hate your guts I want you so much But I hate your guts
Wherever You Will Go,Charlene Soraia,79240644,"So lately, been wondering Who will be there to take my place? When I'm gone, you'll need love to light the shadows on your face If a great wave shall fall, and fall upon us all Then between the sand and stone, could you make it on your own? If I could, then I would I'll go wherever you will go Way up high or down low, I'll go wherever you will go And maybe, I'll find out a way to make it back, someday To watch you, to guide you, through the darkest of your days If a great wave shall fall, and fall upon us all Then I hope there's someone out there Who can bring me back to you If I could, then I would I'll go wherever you will go Way up high or down low, I'll go wherever you will... No! Run away with my heart Run away with my hope Run away with my love I know now, just quite how My life and love might still go on In your heart, in your mind, I'll stay with you for all of time If I could, then I would I'll go wherever you will go Way up high or down low, I'll go wherever you will go If I could turn back time I'll go wherever you will go If I could make you mine I'll go wherever you will go I'll go wherever you will go"
Big Jet Plane,Angus & Julia Stone,145564958,"She said, 'Hello, mister, pleased to meet ya' I wanna hold her, I wanna kiss her She smelled of daisies, she smelled of daisies She drive me crazy, she drive me crazy  Gonna take her for a ride on a big jet plane Gonna take her for a ride on a big jet plane Hey, hey Hey, hey  Be my lover, my lady river Can I take ya, take ya higher?  Gonna take her for a ride on a big jet plane Gonna take her for a ride on a big jet plane Gonna take her for a ride on a big jet plane Gonna take her for a ride on a big jet plane Hey, hey Hey, hey Hey, hey Hey, hey  Gonna hold ya, gonna kiss ya in my arms Gonna take ya away from harm Gonna hold ya, gonna kiss ya in my arms Gonna take ya away from harm  Gonna take her for a ride on a big jet plane Gonna take her for a ride on a big jet plane Gonna take her for a ride on a big jet plane Gonna take her for a ride on a big jet plane Hey, hey Hey, hey Hey, hey Hey, hey Hey, hey"
Give Your Light Off,Woods,505218,Give your light off Give your light off Give your light off Give your light off Give your light off Give your light off Give your light off
Not With Haste,Mumford & Sons,29818408,"Your eyes they tie Me down so hard I'll never learn to put up a guard So keep my love My candle bright Learn me hard, oh learn me right This ain't no sham I am what I am Though I may speak Some tongue of old Or even spit out some holy word I have no strength From which to speak When you sit me down, and see I'm weak  We will run and scream You will dance with me They'll fulfill our dreams And we'll be free And we will be who we are And they'll heal our scars Sadness will be far away  So as we walked Through fields of green Was the fairest sun I'd ever seen And I was broke I was on my knees But you said yes as I said please This ain't no sham I am what I am I leave no ties For a cynics mind  We will run and scream You will dance with me They'll fulfill our dreams And we'll be free And we will be who we are And they'll heal our scars Sadness will be far away  Do not let my fickle flesh go to waste As it keeps my heart and soul in it's place And I will love with urgency but not with haste"
Being A Mockingbird - Live,Bobby Long,759518,"The night it rests like a hammerblow and breaks the morning it brings The mad men are down on the crypt floor sleeping through there favours and sins I trained myself to be hardened and greet the bird like the day I soared to greet lusty gamblings and drenched myself in the dusk where they lay I exchanged the dark for the darkness and hung the belt from the wing So the traitors may part with there malice but ill remember everything I stood up and danced round the heckles and planted the leaf from the book I admit i love my romances the blackbird, the wren, the rook The church house won't harbour the coffins but the docks they wittle there ships To the pleasure the feast and the memory and the soar of kissing her lips I gave up myself to the dawning, of the morning bird in first flight I thought i ran the road of the pauper I lost it all in the night I lost it all in the night"
"Flightless Bird, American Mouth",Iron & Wine,98520867,"I was a quick wet boy Diving too deep for coins All of your street light eyes Wide on my plastic toys Then when the cops closed the fair I cut my long baby hair Stole me a dog-eared map And called for you everywhere  Have I found you? Flightless bird Jealous, weeping Or lost you? American mouth Big pill looming  Now I'm a fat house cat Nursing my sore blunt tongue Watching the warm poison rats Curl through the wide fence cracks Pissing on magazine photos Those fishing lures Thrown in the cold and clean Blood of Christ mountain stream  Have I found you? Flightless bird Grounded, bleeding Or lost you? American mouth Big pill, stuck going down"
The Wolves,Ben Howard,59541806,"Oh, oh-oh oh oh, oh Oh, oh-oh oh oh, oh Oh-oh, oh, oh oh Oh-oh, oh, oh oh  Oh, oh-oh oh oh, oh Oh, oh-oh oh oh, oh Oh-oh, oh, oh oh Oh-oh, oh, oh oh  Falling from high places Falling through lost spaces Now that we're lonely Now that there's nowhere to go Watching from both sides These clock towers burning up I lost my time here, oh I lost my patience with it all And we lost faith, oh in the arms of love (love, love, love)  Where you been hiding lately? Where you been from hiding from the news? (Oh, hiding lately Hiding from the news) Because we've been fighting lately We've been fighting with the wolves (Oh, fighting lately Fighting with the wolves) Ooh With the wolves Ooh With the wolves Red tongues and hands...  Oh, falling from high places Falling through lost spaces Now that we're lonely Now that we're so far from home Watching from both sides These towers been tumbling down I've lost my mind here, oh I've lost my patience with the Lord Oh, with the Lord We lost faith, ah In the arms of love! Oh, love, love, love, no...  Oh, where you been hiding lately? Where you been from hiding from the news? (Oh, hiding lately Hiding from the news) Cause we've been fighting lately Oh, we've been fighting with the wolves (Oh, fighting lately Fighting with the wolves) Oh...(Oh, oh-oh oh oh, oh Oh, oh-oh oh oh, oh) With the wolves, no (Oh-oh, oh, oh oh Oh-oh, oh, oh oh) Ooh...(Oh, oh-oh oh oh, oh Oh, oh-oh oh oh, oh) With the wolves (Oh-oh, oh, oh oh Oh-oh, oh, oh oh) Red tongues and hands Red tongues and hands...  Oh, oh-oh oh oh, oh Oh, oh-oh oh oh, oh Oh-oh, oh, oh oh Oh-oh, oh, oh oh  Oh, oh-oh oh oh, oh Oh, oh-oh oh oh, oh Oh-oh, oh, oh oh Oh-oh, oh, oh oh  We lost faith, uh In the arms of love! Oh, love, love, love (love, love, love) Oh, love, love, love (love, love, love) Love, love, love (love, love, love) Oh, love, love, love (love, love, love) Love, love, love (love, love, love) Oh, love, love, love (love, love, love) Love, love, love (love, love, love) Love, love (love, love) Love, love, love (love, love, love) Love, love, love (love, love, love) Love, love, love (love, love, love) Love, love, love (love, love, love)"
Love Thine Enemy,Cass McCombs,1057072,Love thine enemy But hate their lack of sincerity Love thine enemy I found this quote in a book and I thought of you So I walked me out like a moth in the morning dew And a million cigarettes later the quote reappeared Now nothing about my love could be called insincere Love thine enemy But hate their lack of sincerity Love thine enemy Every idiot thing you say speaks of pain and truth Because of the beautiful way your tongue can seduce What's behind the mountain is a mystery That's why after the quote I added: sincerity Love thine enemy But hate their lack of sincerity Love thine enemy He tried to come between us like a purple ghoul Hypocrites especially practice the golden rule I love what you say though sometimes it's mean Without earthworms how else would the soil keep clean? Love thine enemy But hate their lack of sincerity Love thine enemy
Rise,Eddie Vedder,34490119,Such is the way of the world You can never know Just where to put all your faith And how will it grow? Gonna rise up Burning black holes in dark memories Gonna rise up Turning mistakes into gold... Such is the passage of time Too fast to fold Suddenly swallowed by signs Lo and behold Gonna rise up Find my direction magnetically Gonna rise up Throw down my ace in the hole
Bridge over Troubled Water,Simon & Garfunkel,96586870,"When you're weary Feeling small When tears are in your eyes I will dry them all I'm on your side When times get rough And friends just can't be found  Like a bridge over troubled water I will lay me down Like a bridge over troubled water I will lay me down  When you're down and out When you're on the street When evening falls so hard I will comfort you I'll take your part When darkness comes And pain is all around  Like a bridge over troubled water I will lay me down Like a bridge over troubled water I will lay me down  Sail on Silver Girl Sail on by Your time has come to shine All your dreams are on their way See how they shine, oh If you need a friend I'm sailing right behind  Like a bridge over troubled water I will ease your mind Like a bridge over troubled water I will ease your mind"
Skinny Love,Bon Iver,333468342,"Come on, skinny love, just last the year Pour a little salt, we were never here My, my, my, my, my, my, my, my Staring at the sink of blood and crushed veneer I tell my love to wreck it all Cut out all the ropes and let me fall My, my, my, my, my, my, my, my Right in this moment, this order's tall  And I told you to be patient And I told you to be fine And I told you to be balanced And I told you to be kind And in the morning I'll be with you But it will be a different kind And I'll be holding all the tickets And you'll be owning all the fines  Come on, skinny love, what happened here? Suckle on the hope in light brassieres My, my, my, my, my, my, my, my Sullen load is full, so slow on the split  And I told you to be patient And I told you to be fine And I told you to be balanced And I told you to be kind And now all your love is wasted And then who the hell was I? And I'm breaking at the britches And at the end of all your lines  Who will love you? Who will fight? Who will fall far behind?"
Fare Thee Well (Dink's Song),Oscar Isaac,27698661,If I had wings like Noah's dove I'd fly up the river to the one I love Fare thee well my honey fare thee well Well I had a man who was long and tall Who moved his body like a cannon ball Fare thee well my honey fare thee well I remember one evening in the pouring rain In my heart was an aching pain Fare thee well my honey fare thee well Bloody river was muddy and wild Can't give a bloody for my unborn child Fare thee well my honey fare thee well Sure as a bird flying high above Life ain't worth living without the one you love Fare thee well my honey fare thee well Fare thee well my honey fare thee well
5 Years Time,Noah And The Whale,90467277,"Oh well, in five years time, we could be walking 'round a zoo With the sun shining down over me and you And there'll be love in the bodies of the elephants too And I'll put my hands over your eyes, but you'll peep through And there'll be sun, sun, sun all over our bodies And sun, sun, sun  all down our necks And there'll sun, sun, sun  all over our faces And sun, sun, sun - so what the heck! 'Cause I'll be laughing at all your silly little jokes And we'll be laughing about how we used to smoke All those stupid little cigarettes and drink stupid wine 'Cause it's what we needed to have a good time But it was fun, fun, fun when we were drinking It was fun, fun, fun when we were drunk And it was fun, fun, fun when we were laughing It was fun, fun, fun; oh it was fun Oh well, I look at you and say It's the happiest that I've ever been And I'll say I no longer feel I have to be James Dean And she'll say 'Yeah, well, I feel all pretty happy too And I'm always pretty happy when I'm just kicking back with you' And it'll be love, love, love all through our bodies And love, love, love all through our minds And it'll be love, love, love all over her face And love, love, love all over mine Although maybe all these moments are just in my head I'll be thinking about them as I'm lying in bed And all that I believe, it might not even come true But in my mind I'm havin' a pretty good time with you In five years time, I might not know you In five years time, we might not speak In five years time, we might not get along In five years time, you might just prove me wrong Oh there'll be love, love, love Wherever you go There'll be love"
Sounds Like Hallelujah,The Head and the Heart,14493127,"(One, two, one two three four) I'm just waitin' on the sun To close his eyes and call it a night So we can put all our differences aside I'm just waitin' on the moon With all the stars and all its gloom We can watch it fall right back in to place So I won't keep myself around Just to keep you warm Woo-oo-oo-oo Woo-oo-oo-oo Ooh-oo-oo Woo-oo-oo-oo Woo-oo-oo ooh-oo-oo Momma don't put no gun in my hand I don't wanna end up like these men Momma don't put no gun in my hand I don't wanna end up like these men I'm not walkin' away I'm just hearin' what you're sayin' For the first time Sounds like hallelujah for the first time For the first time Singing like hallelujah for the first time And I'll miss you someday I'll miss you someday I'll miss you someday I'll miss you someday I'll miss you someday I'll miss you I'm not walkin' away I'm just hearin' what you're sayin' For the first time Sounds like hallelujah for the first time For the first time Singin' hallelujah for the first time"
Lover Of The Light,Mumford & Sons,76500610,"And in the middle of the night I may watch you go There'll be no value in the strength Of walls that I have grown There'll be no comfort in the shade Of the shadows thrown But I'd be yours if you'd be mine Stretch out my life And pick the seams out Take what you like But close my ears and eyes Watch me stumble over and over I had done wrong You built your tower But call me home And I will build a throne And wash my eyes out never again  But love the one you hold And I'll be your gold To have and to hold A lover of the light Skin too tight And eyes like marbles You spin me high So watch me as I glide Before I tumble homeward, homeward I know I've tried I was not stable Flawed by pride I miss my sanguine eyes So hold my hands up -- breathe in, breathe out  And in the middle of the night I may watch you go There'll be no value in the strength Of walls that I have grown There'll be no comfort in the shade Of the shadows thrown You may not trust the promises Of the change I'll show But I'd be yours if you'd be mine  x2"
My Silver Lining,First Aid Kit,115099839,"I don't want to wait anymore I'm tired of looking for answers Take me some place where there's music and there's laughter I don't know if I'm scared of dying But I'm scared of living too fast, too slow Regret, remorse, hold on, oh no I've got to go Theres no starting over No new beginnings time races on And you've just gotta keep on keeping on Gotta keep on going Looking straight out on the road Can't worry 'bout what's behind you Or what's coming for you further up the road I try not to hold on to what is gone I try to do right what is wrong I try to keep on keeping on Yeah, I just keep on keeping on  I hear a voice calling Calling out for me These shackles I've made in an attempt to be free Be it for reason, be it for love I won't take the easy road Ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo Oh-oh Ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo Oh-oh  I've woken up in a hotel room My worries as big as the moon Having no idea who or what or where I am Something good comes with the bad A song's never just sad There's hope, there's a silver lining Show me my silver lining Show me my silver lining  I hear a voice calling Calling out for me These shackles I've made in an attempt to be free Be it for reason, be it for love I won't take the easy road I won't take the easy road The easy road, the easy road, oh-oh! I won't take the easy road The easy road, the easy road, oh-oh! Ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo Oh-oh Ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo-ooo Oh-oh  Show me my silver lining, I try to keep on keeping on Show me my silver lining, I try to keep on keeping on Show me my silver lining, I try to keep on keeping on Show me my silver lining, I try to keep on keeping on"
Such Great Heights,Iron & Wine,52885533,"I am thinking it's a sign That the freckles in our eyes are mirror images And when we kiss they're perfectly aligned And I have to speculate That God himself did make us into corresponding shapes Like puzzle pieces from the clay  And true, it may seem like a stretch But it's thoughts like this that catch my troubled head when you're away When I am missing you to death When you are out there on the road For several weeks of shows and when you scan the radio I hope this song will guide you home  They will see us waving from such great heights 'Come down now,' they'll say But everything looks perfect from far away 'Come down now,' but we'll stay  I tried my best to leave This all on your machine but the persistent beat it Sounded thin upon listenin' And that frankly will not fly You will hear the shrillest highs and lowest lows with the windows down And this is guiding you home  They will see us waving from such great heights 'Come down now,' they'll say But everything looks perfect from far away 'Come down now,' but we'll stay"
